filepath,filename,main_category,sub_category,brand
images\ut-zap50k\Shoes\Heels\Salvatore Ferragamo\7964069.350022.jpg,7964069.350022.jpg,Shoes,Heels,Salvatore Ferragamo
images\ut-zap50k\Shoes\Heels\Calvin Klein\8116572.404610.jpg,8116572.404610.jpg,Shoes,Heels,Calvin Klein
images\ut-zap50k\Shoes\Oxfords\Lumiani\7858387.261.jpg,7858387.261.jpg,Shoes,Oxfords,Lumiani
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Converse Kids\8035837.102360.jpg,8035837.102360.jpg,Shoes,Sneakers and Athletic Shoes,Converse Kids
images\ut-zap50k\Shoes\Oxfords\Mezlan\8039004.401.jpg,8039004.401.jpg,Shoes,Oxfords,Mezlan
images\ut-zap50k\Sandals\Athletic\adidas\7368136.124874.jpg,7368136.124874.jpg,Sandals,Athletic,adidas
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Geox Kids\8015682.506.jpg,8015682.506.jpg,Shoes,Sneakers and Athletic Shoes,Geox Kids
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Josef Seibel\7755924.359.jpg,7755924.359.jpg,Shoes,Sneakers and Athletic Shoes,Josef Seibel
images\ut-zap50k\Boots\Ankle\Palladium Kids\7981414.183092.jpg,7981414.183092.jpg,Boots,Ankle,Palladium Kids
images\ut-zap50k\Sandals\Flat\Athena Alexander\7790656.552.jpg,7790656.552.jpg,Sandals,Flat,Athena Alexander
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Easy Spirit\8116907.161388.jpg,8116907.161388.jpg,Shoes,Sneakers and Athletic Shoes,Easy Spirit
images\ut-zap50k\Boots\Ankle\UGG Kids\8126046.28146.jpg,8126046.28146.jpg,Boots,Ankle,UGG Kids
images\ut-zap50k\Sandals\Flat\Nike Kids\7490128.178079.jpg,7490128.178079.jpg,Sandals,Flat,Nike Kids
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Nike\7925887.367329.jpg,7925887.367329.jpg,Shoes,Sneakers and Athletic Shoes,Nike
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Nike\7971602.369558.jpg,7971602.369558.jpg,Shoes,Sneakers and Athletic Shoes,Nike
images\ut-zap50k\Boots\Knee High\Lacoste\8015092.325.jpg,8015092.325.jpg,Boots,Knee High,Lacoste
images\ut-zap50k\Shoes\Boat Shoes\Sperry Kids\8052291.342.jpg,8052291.342.jpg,Shoes,Boat Shoes,Sperry Kids
images\ut-zap50k\Sandals\Flat\Sanuk\7909514.128.jpg,7909514.128.jpg,Sandals,Flat,Sanuk
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Reebok\8031124.265123.jpg,8031124.265123.jpg,Shoes,Sneakers and Athletic Shoes,Reebok
images\ut-zap50k\Shoes\Loafers\Finn Comfort\7574173.371935.jpg,7574173.371935.jpg,Shoes,Loafers,Finn Comfort
images\ut-zap50k\Sandals\Flat\Naot Footwear\7381711.729.jpg,7381711.729.jpg,Sandals,Flat,Naot Footwear
images\ut-zap50k\Boots\Mid-Calf\Livie & Luca\8046648.3.jpg,8046648.3.jpg,Boots,Mid-Calf,Livie & Luca
images\ut-zap50k\Shoes\Flats\Pampili\8030641.158.jpg,8030641.158.jpg,Shoes,Flats,Pampili
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Vans Kids\8036449.292654.jpg,8036449.292654.jpg,Shoes,Sneakers and Athletic Shoes,Vans Kids
images\ut-zap50k\Sandals\Flat\Pedro Garcia\7966269.1912.jpg,7966269.1912.jpg,Sandals,Flat,Pedro Garcia
images\ut-zap50k\Boots\Ankle\Timberland PRO\7977877.607.jpg,7977877.607.jpg,Boots,Ankle,Timberland PRO
images\ut-zap50k\Boots\Ankle\Nine West\8076617.72.jpg,8076617.72.jpg,Boots,Ankle,Nine West
images\ut-zap50k\Boots\Ankle\Converse Work\7430277.348.jpg,7430277.348.jpg,Boots,Ankle,Converse Work
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Tsukihoshi Kids\7508783.101567.jpg,7508783.101567.jpg,Shoes,Sneakers and Athletic Shoes,Tsukihoshi Kids
images\ut-zap50k\Boots\Ankle\Justin\7912994.333189.jpg,7912994.333189.jpg,Boots,Ankle,Justin
images\ut-zap50k\Shoes\Heels\Cobb Hill\8073265.25.jpg,8073265.25.jpg,Shoes,Heels,Cobb Hill
images\ut-zap50k\Shoes\Flats\Elephantito\8009158.240295.jpg,8009158.240295.jpg,Shoes,Flats,Elephantito
images\ut-zap50k\Boots\Knee High\Tretorn\7890024.3.jpg,7890024.3.jpg,Boots,Knee High,Tretorn
images\ut-zap50k\Shoes\Heels\Stuart Weitzman Bridal & Evening Collection\8063864.99.jpg,8063864.99.jpg,Shoes,Heels,Stuart Weitzman Bridal & Evening Collection
images\ut-zap50k\Shoes\Flats\Stuart Weitzman\8064383.82015.jpg,8064383.82015.jpg,Shoes,Flats,Stuart Weitzman
images\ut-zap50k\Sandals\Flat\Kid Express\7925976.561.jpg,7925976.561.jpg,Sandals,Flat,Kid Express
images\ut-zap50k\Shoes\Clogs and Mules\Birkenstock\7244112.159188.jpg,7244112.159188.jpg,Shoes,Clogs and Mules,Birkenstock
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Nike\7780816.336433.jpg,7780816.336433.jpg,Shoes,Sneakers and Athletic Shoes,Nike
images\ut-zap50k\Shoes\Oxfords\Steve Madden\8043440.947.jpg,8043440.947.jpg,Shoes,Oxfords,Steve Madden
images\ut-zap50k\Shoes\Oxfords\Clarks\7587882.72.jpg,7587882.72.jpg,Shoes,Oxfords,Clarks
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\DC Kids\7773133.56460.jpg,7773133.56460.jpg,Shoes,Sneakers and Athletic Shoes,DC Kids
images\ut-zap50k\Shoes\Heels\LAUREN Ralph Lauren\8055443.71.jpg,8055443.71.jpg,Shoes,Heels,LAUREN Ralph Lauren
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\adidas\7976416.355681.jpg,7976416.355681.jpg,Shoes,Sneakers and Athletic Shoes,adidas
images\ut-zap50k\Boots\Mid-Calf\Fitzwell\8024526.2744.jpg,8024526.2744.jpg,Boots,Mid-Calf,Fitzwell
images\ut-zap50k\Sandals\Flat\Sperry Top-Sider\7872156.19916.jpg,7872156.19916.jpg,Sandals,Flat,Sperry Top-Sider
images\ut-zap50k\Shoes\Oxfords\Finn Comfort\7305944.111020.jpg,7305944.111020.jpg,Shoes,Oxfords,Finn Comfort
images\ut-zap50k\Boots\Mid-Calf\Fitzwell\8030020.3.jpg,8030020.3.jpg,Boots,Mid-Calf,Fitzwell
images\ut-zap50k\Shoes\Oxfords\Allen-Edmonds\7508186.8611.jpg,7508186.8611.jpg,Shoes,Oxfords,Allen-Edmonds
images\ut-zap50k\Slippers\Slipper Flats\Gabriella Rocha\8024693.278.jpg,8024693.278.jpg,Slippers,Slipper Flats,Gabriella Rocha
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\ECCO Sport\7746703.330645.jpg,7746703.330645.jpg,Shoes,Sneakers and Athletic Shoes,ECCO Sport
images\ut-zap50k\Boots\Ankle\Garmont\7754752.6.jpg,7754752.6.jpg,Boots,Ankle,Garmont
images\ut-zap50k\Boots\Mid-Calf\Timberland PRO\7149582.22049.jpg,7149582.22049.jpg,Boots,Mid-Calf,Timberland PRO
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Creative Recreation\7896374.133.jpg,7896374.133.jpg,Shoes,Sneakers and Athletic Shoes,Creative Recreation
images\ut-zap50k\Shoes\Oxfords\Eastland\7350892.691.jpg,7350892.691.jpg,Shoes,Oxfords,Eastland
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Dolce & Gabbana\8014396.6.jpg,8014396.6.jpg,Shoes,Sneakers and Athletic Shoes,Dolce & Gabbana
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\adidas Outdoor\8059885.383027.jpg,8059885.383027.jpg,Shoes,Sneakers and Athletic Shoes,adidas Outdoor
images\ut-zap50k\Shoes\Heels\J. Renee\8069976.1413.jpg,8069976.1413.jpg,Shoes,Heels,J. Renee
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\ECCO Sport\7733952.37664.jpg,7733952.37664.jpg,Shoes,Sneakers and Athletic Shoes,ECCO Sport
images\ut-zap50k\Sandals\Flat\Justin\8024059.3.jpg,8024059.3.jpg,Sandals,Flat,Justin
images\ut-zap50k\Shoes\Oxfords\Kenneth Cole New York\8084531.9.jpg,8084531.9.jpg,Shoes,Oxfords,Kenneth Cole New York
images\ut-zap50k\Shoes\Loafers\NO SOX\8038242.72.jpg,8038242.72.jpg,Shoes,Loafers,NO SOX
images\ut-zap50k\Boots\Knee High\SKECHERS\8020097.3.jpg,8020097.3.jpg,Boots,Knee High,SKECHERS
images\ut-zap50k\Sandals\Flat\Arche\7940338.5249.jpg,7940338.5249.jpg,Sandals,Flat,Arche
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Vivobarefoot\7898510.3.jpg,7898510.3.jpg,Shoes,Sneakers and Athletic Shoes,Vivobarefoot
images\ut-zap50k\Sandals\Flat\pediped\7902242.158.jpg,7902242.158.jpg,Sandals,Flat,pediped
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Nike Action\7926333.366922.jpg,7926333.366922.jpg,Shoes,Sneakers and Athletic Shoes,Nike Action
images\ut-zap50k\Boots\Ankle\Merrell\7813118.275.jpg,7813118.275.jpg,Boots,Ankle,Merrell
images\ut-zap50k\Boots\Mid-Calf\Annie\8015891.249557.jpg,8015891.249557.jpg,Boots,Mid-Calf,Annie
images\ut-zap50k\Boots\Mid-Calf\Blowfish\8029169.372801.jpg,8029169.372801.jpg,Boots,Mid-Calf,Blowfish
images\ut-zap50k\Shoes\Boat Shoes\Lacoste\8073374.19.jpg,8073374.19.jpg,Shoes,Boat Shoes,Lacoste
images\ut-zap50k\Shoes\Oxfords\Primigi Kids\8022950.11.jpg,8022950.11.jpg,Shoes,Oxfords,Primigi Kids
images\ut-zap50k\Shoes\Boat Shoes\Mephisto\7219075.47859.jpg,7219075.47859.jpg,Shoes,Boat Shoes,Mephisto
images\ut-zap50k\Shoes\Flats\Josef Seibel\7616417.243358.jpg,7616417.243358.jpg,Shoes,Flats,Josef Seibel
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\SKECHERS KIDS\8097991.76954.jpg,8097991.76954.jpg,Shoes,Sneakers and Athletic Shoes,SKECHERS KIDS
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Lacoste\8050378.910.jpg,8050378.910.jpg,Shoes,Sneakers and Athletic Shoes,Lacoste
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Lakai\7863200.106.jpg,7863200.106.jpg,Shoes,Sneakers and Athletic Shoes,Lakai
images\ut-zap50k\Boots\Knee High\La Canadienne\7425701.1567.jpg,7425701.1567.jpg,Boots,Knee High,La Canadienne
images\ut-zap50k\Shoes\Flats\Roxy\7983596.20.jpg,7983596.20.jpg,Shoes,Flats,Roxy
images\ut-zap50k\Shoes\Heels\Paul Smith\7992427.158.jpg,7992427.158.jpg,Shoes,Heels,Paul Smith
images\ut-zap50k\Shoes\Flats\Patagonia\7892304.143084.jpg,7892304.143084.jpg,Shoes,Flats,Patagonia
images\ut-zap50k\Shoes\Flats\Kid Express\7925919.245812.jpg,7925919.245812.jpg,Shoes,Flats,Kid Express
images\ut-zap50k\Shoes\Clogs and Mules\Sbicca\8053199.6.jpg,8053199.6.jpg,Shoes,Clogs and Mules,Sbicca
images\ut-zap50k\Boots\Ankle\Nine West\8023756.72.jpg,8023756.72.jpg,Boots,Ankle,Nine West
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Columbia\7956847.347805.jpg,7956847.347805.jpg,Shoes,Sneakers and Athletic Shoes,Columbia
images\ut-zap50k\Boots\Knee High\Via Spiga\8005521.365440.jpg,8005521.365440.jpg,Boots,Knee High,Via Spiga
images\ut-zap50k\Boots\Knee High\Frye\7970439.352767.jpg,7970439.352767.jpg,Boots,Knee High,Frye
images\ut-zap50k\Boots\Knee High\Cole Haan\8000921.3.jpg,8000921.3.jpg,Boots,Knee High,Cole Haan
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Lowa\7971517.33699.jpg,7971517.33699.jpg,Shoes,Sneakers and Athletic Shoes,Lowa
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\DC\7192579.254600.jpg,7192579.254600.jpg,Shoes,Sneakers and Athletic Shoes,DC
images\ut-zap50k\Shoes\Flats\Frye\7970555.248971.jpg,7970555.248971.jpg,Shoes,Flats,Frye
images\ut-zap50k\Boots\Ankle\Nike Kids\7979495.356955.jpg,7979495.356955.jpg,Boots,Ankle,Nike Kids
images\ut-zap50k\Shoes\Heels\Luichiny\8089199.3.jpg,8089199.3.jpg,Shoes,Heels,Luichiny
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\New Balance\7799381.9436.jpg,7799381.9436.jpg,Shoes,Sneakers and Athletic Shoes,New Balance
images\ut-zap50k\Shoes\Oxfords\Ted Baker\8078743.72.jpg,8078743.72.jpg,Shoes,Oxfords,Ted Baker
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Speedo\7915917.49841.jpg,7915917.49841.jpg,Shoes,Sneakers and Athletic Shoes,Speedo
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\SKECHERS KIDS\8070256.275.jpg,8070256.275.jpg,Shoes,Sneakers and Athletic Shoes,SKECHERS KIDS
images\ut-zap50k\Sandals\Flat\OluKai\7917500.334293.jpg,7917500.334293.jpg,Sandals,Flat,OluKai
images\ut-zap50k\Shoes\Clogs and Mules\Aetrex\7679838.3548.jpg,7679838.3548.jpg,Shoes,Clogs and Mules,Aetrex
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Nine West Sneakers\7983841.3.jpg,7983841.3.jpg,Shoes,Sneakers and Athletic Shoes,Nine West Sneakers
images\ut-zap50k\Shoes\Flats\Nine West\8124950.407393.jpg,8124950.407393.jpg,Shoes,Flats,Nine West
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\SKECHERS\7735053.401.jpg,7735053.401.jpg,Shoes,Sneakers and Athletic Shoes,SKECHERS
images\ut-zap50k\Shoes\Loafers\Nunn Bush\7138490.4142.jpg,7138490.4142.jpg,Shoes,Loafers,Nunn Bush
images\ut-zap50k\Shoes\Clogs and Mules\Merrell\7659816.243568.jpg,7659816.243568.jpg,Shoes,Clogs and Mules,Merrell
images\ut-zap50k\Shoes\Oxfords\Twig Kids\7924197.401.jpg,7924197.401.jpg,Shoes,Oxfords,Twig Kids
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Fallen\7617195.360615.jpg,7617195.360615.jpg,Shoes,Sneakers and Athletic Shoes,Fallen
images\ut-zap50k\Shoes\Firstwalker\FootMates\7411590.14.jpg,7411590.14.jpg,Shoes,Firstwalker,FootMates
images\ut-zap50k\Sandals\Flat\Sbicca\7990220.1334.jpg,7990220.1334.jpg,Sandals,Flat,Sbicca
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Levi's&#174; Shoes\7838021.585.jpg,7838021.585.jpg,Shoes,Sneakers and Athletic Shoes,Levi's&#174; Shoes
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Camper\8084054.3561.jpg,8084054.3561.jpg,Shoes,Sneakers and Athletic Shoes,Camper
images\ut-zap50k\Boots\Knee High\Frye\7794350.325.jpg,7794350.325.jpg,Boots,Knee High,Frye
images\ut-zap50k\Sandals\Flat\Quiksilver Kids\7913369.67712.jpg,7913369.67712.jpg,Sandals,Flat,Quiksilver Kids
images\ut-zap50k\Slippers\Slipper Flats\Sanuk\7992943.158667.jpg,7992943.158667.jpg,Slippers,Slipper Flats,Sanuk
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Lacoste\8014154.183092.jpg,8014154.183092.jpg,Shoes,Sneakers and Athletic Shoes,Lacoste
images\ut-zap50k\Boots\Ankle\Timberland Kids\7294709.84.jpg,7294709.84.jpg,Boots,Ankle,Timberland Kids
images\ut-zap50k\Shoes\Oxfords\Johnston & Murphy\7818804.300596.jpg,7818804.300596.jpg,Shoes,Oxfords,Johnston & Murphy
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Reebok Kids\7979453.356937.jpg,7979453.356937.jpg,Shoes,Sneakers and Athletic Shoes,Reebok Kids
images\ut-zap50k\Shoes\Flats\Jessica Simpson\8043223.376978.jpg,8043223.376978.jpg,Shoes,Flats,Jessica Simpson
images\ut-zap50k\Sandals\Flat\Aster Kids\7934484.340907.jpg,7934484.340907.jpg,Sandals,Flat,Aster Kids
images\ut-zap50k\Sandals\Heel\SKECHERS\7527469.14.jpg,7527469.14.jpg,Sandals,Heel,SKECHERS
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Vivobarefoot\7841164.325.jpg,7841164.325.jpg,Shoes,Sneakers and Athletic Shoes,Vivobarefoot
images\ut-zap50k\Shoes\Flats\FootMates\8030524.3.jpg,8030524.3.jpg,Shoes,Flats,FootMates
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Creative Recreation\7616087.375359.jpg,7616087.375359.jpg,Shoes,Sneakers and Athletic Shoes,Creative Recreation
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Reebok\7975663.373697.jpg,7975663.373697.jpg,Shoes,Sneakers and Athletic Shoes,Reebok
images\ut-zap50k\Shoes\Heels\Vidorreta\7926725.195343.jpg,7926725.195343.jpg,Shoes,Heels,Vidorreta
images\ut-zap50k\Slippers\Slipper Flats\Acorn Kids\8011090.120560.jpg,8011090.120560.jpg,Slippers,Slipper Flats,Acorn Kids
images\ut-zap50k\Shoes\Flats\Born\8070467.388376.jpg,8070467.388376.jpg,Shoes,Flats,Born
images\ut-zap50k\Shoes\Loafers\Finn Comfort\8026847.53805.jpg,8026847.53805.jpg,Shoes,Loafers,Finn Comfort
images\ut-zap50k\Shoes\Clogs and Mules\Crocs Kids\7891131.325876.jpg,7891131.325876.jpg,Shoes,Clogs and Mules,Crocs Kids
images\ut-zap50k\Shoes\Loafers\Sanuk\8057854.153555.jpg,8057854.153555.jpg,Shoes,Loafers,Sanuk
images\ut-zap50k\Shoes\Flats\Pampili\8030634.144.jpg,8030634.144.jpg,Shoes,Flats,Pampili
images\ut-zap50k\Boots\Ankle\DV by Dolce Vita\8047200.275.jpg,8047200.275.jpg,Boots,Ankle,DV by Dolce Vita
images\ut-zap50k\Boots\Ankle\Oakley\7742573.3.jpg,7742573.3.jpg,Boots,Ankle,Oakley
images\ut-zap50k\Sandals\Flat\Stride Rite\8080469.38253.jpg,8080469.38253.jpg,Sandals,Flat,Stride Rite
images\ut-zap50k\Boots\Knee High\MICHAEL Michael Kors\8031701.307.jpg,8031701.307.jpg,Boots,Knee High,MICHAEL Michael Kors
images\ut-zap50k\Boots\Ankle\La Canadienne\7996719.362947.jpg,7996719.362947.jpg,Boots,Ankle,La Canadienne
images\ut-zap50k\Sandals\Flat\Bandolino\8090652.25139.jpg,8090652.25139.jpg,Sandals,Flat,Bandolino
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\PUMA\7972672.353815.jpg,7972672.353815.jpg,Shoes,Sneakers and Athletic Shoes,PUMA
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\SKECHERS KIDS\8053107.14.jpg,8053107.14.jpg,Shoes,Sneakers and Athletic Shoes,SKECHERS KIDS
images\ut-zap50k\Shoes\Heels\Anne Klein\7910744.23936.jpg,7910744.23936.jpg,Shoes,Heels,Anne Klein
images\ut-zap50k\Shoes\Prewalker\pediped\7997975.9.jpg,7997975.9.jpg,Shoes,Prewalker,pediped
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Creative Recreation\7292926.375419.jpg,7292926.375419.jpg,Shoes,Sneakers and Athletic Shoes,Creative Recreation
images\ut-zap50k\Boots\Mid-Calf\Carhartt\8045235.377648.jpg,8045235.377648.jpg,Boots,Mid-Calf,Carhartt
images\ut-zap50k\Boots\Ankle\Primigi Kids\8022493.3.jpg,8022493.3.jpg,Boots,Ankle,Primigi Kids
images\ut-zap50k\Sandals\Flat\Reef\7606679.308390.jpg,7606679.308390.jpg,Sandals,Flat,Reef
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\DC\7270764.15533.jpg,7270764.15533.jpg,Shoes,Sneakers and Athletic Shoes,DC
images\ut-zap50k\Boots\Ankle\Steve Madden\8030108.216.jpg,8030108.216.jpg,Boots,Ankle,Steve Madden
images\ut-zap50k\Shoes\Heels\Cordani\8025367.6.jpg,8025367.6.jpg,Shoes,Heels,Cordani
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Converse Kids\7553490.275.jpg,7553490.275.jpg,Shoes,Sneakers and Athletic Shoes,Converse Kids
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Callaway\7911253.742.jpg,7911253.742.jpg,Shoes,Sneakers and Athletic Shoes,Callaway
images\ut-zap50k\Boots\Mid-Calf\Dolce & Gabbana\8014395.3.jpg,8014395.3.jpg,Boots,Mid-Calf,Dolce & Gabbana
images\ut-zap50k\Shoes\Boat Shoes\Sperry Top-Sider\7297622.95428.jpg,7297622.95428.jpg,Shoes,Boat Shoes,Sperry Top-Sider
images\ut-zap50k\Sandals\Flat\Finn Comfort\7305950.332210.jpg,7305950.332210.jpg,Sandals,Flat,Finn Comfort
images\ut-zap50k\Sandals\Flat\Naot Footwear\8081759.105.jpg,8081759.105.jpg,Sandals,Flat,Naot Footwear
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\PUMA\8035082.23236.jpg,8035082.23236.jpg,Shoes,Sneakers and Athletic Shoes,PUMA
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Converse Kids\7553444.585.jpg,7553444.585.jpg,Shoes,Sneakers and Athletic Shoes,Converse Kids
images\ut-zap50k\Sandals\Flat\Gypsy SOULE\8008382.3.jpg,8008382.3.jpg,Sandals,Flat,Gypsy SOULE
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Globe\7390004.276217.jpg,7390004.276217.jpg,Shoes,Sneakers and Athletic Shoes,Globe
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\SKECHERS\8041541.19.jpg,8041541.19.jpg,Shoes,Sneakers and Athletic Shoes,SKECHERS
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\DVS Shoe Company\7991976.408665.jpg,7991976.408665.jpg,Shoes,Sneakers and Athletic Shoes,DVS Shoe Company
images\ut-zap50k\Boots\Mid-Calf\Gabriella Rocha\8021432.3.jpg,8021432.3.jpg,Boots,Mid-Calf,Gabriella Rocha
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\DVS Shoe Company\7270445.361431.jpg,7270445.361431.jpg,Shoes,Sneakers and Athletic Shoes,DVS Shoe Company
images\ut-zap50k\Boots\Ankle\ALDO\8096703.3.jpg,8096703.3.jpg,Boots,Ankle,ALDO
images\ut-zap50k\Shoes\Oxfords\Hush Puppies\7904282.72.jpg,7904282.72.jpg,Shoes,Oxfords,Hush Puppies
images\ut-zap50k\Shoes\Flats\Gabriella Rocha\8121404.103.jpg,8121404.103.jpg,Shoes,Flats,Gabriella Rocha
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Nike\7675942.369206.jpg,7675942.369206.jpg,Shoes,Sneakers and Athletic Shoes,Nike
images\ut-zap50k\Boots\Mid-Calf\AIGLE Kids\8101784.151.jpg,8101784.151.jpg,Boots,Mid-Calf,AIGLE Kids
images\ut-zap50k\Shoes\Oxfords\Sperry Kids\7661296.72.jpg,7661296.72.jpg,Shoes,Oxfords,Sperry Kids
images\ut-zap50k\Boots\Mid-Calf\Calvin Klein\8018870.3.jpg,8018870.3.jpg,Boots,Mid-Calf,Calvin Klein
images\ut-zap50k\Boots\Mid-Calf\Gabriella Rocha\7479055.231.jpg,7479055.231.jpg,Boots,Mid-Calf,Gabriella Rocha
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\ASICS\7976086.355531.jpg,7976086.355531.jpg,Shoes,Sneakers and Athletic Shoes,ASICS
images\ut-zap50k\Boots\Mid-Calf\Rocket Dog\7266945.393609.jpg,7266945.393609.jpg,Boots,Mid-Calf,Rocket Dog
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Gravis\7980986.3.jpg,7980986.3.jpg,Shoes,Sneakers and Athletic Shoes,Gravis
images\ut-zap50k\Shoes\Flats\Naturalizer\7995473.72.jpg,7995473.72.jpg,Shoes,Flats,Naturalizer
images\ut-zap50k\Boots\Knee High\Joan & David\8029498.72.jpg,8029498.72.jpg,Boots,Knee High,Joan & David
images\ut-zap50k\Boots\Mid-Calf\Dingo\7374612.20818.jpg,7374612.20818.jpg,Boots,Mid-Calf,Dingo
images\ut-zap50k\Sandals\Flat\Wolky\7934809.83059.jpg,7934809.83059.jpg,Sandals,Flat,Wolky
images\ut-zap50k\Sandals\Flat\Mephisto\8073886.340328.jpg,8073886.340328.jpg,Sandals,Flat,Mephisto
images\ut-zap50k\Shoes\Heels\Donald J Pliner\8050350.183092.jpg,8050350.183092.jpg,Shoes,Heels,Donald J Pliner
images\ut-zap50k\Shoes\Loafers\Cole Haan Kids\7746257.2750.jpg,7746257.2750.jpg,Shoes,Loafers,Cole Haan Kids
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Under Armour\8046921.144.jpg,8046921.144.jpg,Shoes,Sneakers and Athletic Shoes,Under Armour
images\ut-zap50k\Boots\Knee High\Steve Madden\7647921.72.jpg,7647921.72.jpg,Boots,Knee High,Steve Madden
images\ut-zap50k\Boots\Ankle\Keen Utility\8016966.156329.jpg,8016966.156329.jpg,Boots,Ankle,Keen Utility
images\ut-zap50k\Shoes\Heels\Dansko\7988381.359969.jpg,7988381.359969.jpg,Shoes,Heels,Dansko
images\ut-zap50k\Shoes\Oxfords\KORS Michael Kors\7902822.330528.jpg,7902822.330528.jpg,Shoes,Oxfords,KORS Michael Kors
images\ut-zap50k\Shoes\Loafers\Florsheim\104011.1270.jpg,104011.1270.jpg,Shoes,Loafers,Florsheim
images\ut-zap50k\Shoes\Flats\Diane Von Furstenberg\8013729.367612.jpg,8013729.367612.jpg,Shoes,Flats,Diane Von Furstenberg
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Nike\8018862.369373.jpg,8018862.369373.jpg,Shoes,Sneakers and Athletic Shoes,Nike
images\ut-zap50k\Boots\Knee High\Chinese Laundry\8041019.376495.jpg,8041019.376495.jpg,Boots,Knee High,Chinese Laundry
images\ut-zap50k\Shoes\Heels\Badgley Mischka\8026806.1839.jpg,8026806.1839.jpg,Shoes,Heels,Badgley Mischka
images\ut-zap50k\Shoes\Clogs and Mules\Dansko\7988366.359951.jpg,7988366.359951.jpg,Shoes,Clogs and Mules,Dansko
images\ut-zap50k\Shoes\Heels\Donald J Pliner\8018434.369180.jpg,8018434.369180.jpg,Shoes,Heels,Donald J Pliner
images\ut-zap50k\Boots\Ankle\The North Face\7999234.285559.jpg,7999234.285559.jpg,Boots,Ankle,The North Face
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Emerica\7256792.393053.jpg,7256792.393053.jpg,Shoes,Sneakers and Athletic Shoes,Emerica
images\ut-zap50k\Slippers\Slipper Flats\Hatley Kids\8017881.158.jpg,8017881.158.jpg,Slippers,Slipper Flats,Hatley Kids
images\ut-zap50k\Shoes\Clogs and Mules\El Naturalista\7218258.396.jpg,7218258.396.jpg,Shoes,Clogs and Mules,El Naturalista
images\ut-zap50k\Boots\Mid-Calf\Roxy\8047842.18.jpg,8047842.18.jpg,Boots,Mid-Calf,Roxy
images\ut-zap50k\Sandals\Flat\Vivanz\8013629.585.jpg,8013629.585.jpg,Sandals,Flat,Vivanz
